02/28/2023 06:45:32.905 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
02/28/2023 06:45:32.905 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
02/28/2023 06:45:32.905 | DEBUG    |                             AshitaCore::Initialize | <Begin>
02/28/2023 06:45:32.905 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
02/28/2023 06:45:32.905 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
02/28/2023 06:45:32.905 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : G:\Ashita-v4beta\
02/28/2023 06:45:32.905 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\mybootsettings.ini
02/28/2023 06:45:32.905 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\boot\mybootsettings.ini
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   file : G:\PlayOnline\SquareEnix\PlayOnlineViewer\pol.exe
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   script : retail.txt
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   args : 
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | [ashita.language]
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   playonline : 2
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   ashita : 2
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | [ashita.logging]
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   level : 5
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   crashdumps : 1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | [ashita.taskpool]
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   threadcount : -1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | [ashita.resources]
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   offsets.use_overrides : 1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   pointers.use_overrides : 1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   resources.use_overrides : 1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | [ashita.window.startpos]
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   x : -1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   y : -1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize | [ashita.input]
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   gamepad.allowbackground : 1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   gamepad.disableenumeration : 0
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockinput : 0
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockbindsduringinput : 1
02/28/2023 06:45:32.906 | DEBUG    |                             AshitaCore::Initialize |   keyboard.silentbinds : 1
02/28/2023 06:45:32.907 | DEBUG    |                             AshitaCore::Initialize |   keyboard.windowskeyenabled : 0
02/28/2023 06:45:32.907 | DEBUG    |                             AshitaCore::Initialize |   mouse.blockinput : 0
02/28/2023 06:45:32.907 | DEBUG    |                             AshitaCore::Initialize |   mouse.unhook : 1
02/28/2023 06:45:32.907 | DEBUG    |                             AshitaCore::Initialize | [ashita.misc]
02/28/2023 06:45:32.907 | DEBUG    |                             AshitaCore::Initialize |   addons.silent : 0
02/28/2023 06:45:32.907 | DEBUG    |                             AshitaCore::Initialize |   aliases.silent : 1
02/28/2023 06:45:32.907 | DEBUG    |                             AshitaCore::Initialize |   plugins.silent : 0
